clip_id,klasse,quelle,session,pfad
VID_20251103_103132467_L_Caveman_019,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103132467_L_Caveman_019.mp4
VID_20251103_103153868_R_Caveman_020,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103153868_R_Caveman_020.mp4
VID_20251103_103215367_L_Caveman_021,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103215367_L_Caveman_021.mp4
VID_20251103_103236923_R_Caveman_022,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103236923_R_Caveman_022.mp4
VID_20251103_103301364_L_Caveman_023,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103301364_L_Caveman_023.mp4
VID_20251103_103323047_R_Caveman_024,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103323047_R_Caveman_024.mp4
VID_20251103_103348441_L_Caveman_025,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103348441_L_Caveman_025.mp4
VID_20251103_103411042_R_Caveman_026,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103411042_R_Caveman_026.mp4
VID_20251103_103435409_L_Caveman_027,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103435409_L_Caveman_027.mp4
VID_20251103_103458430_R_Caveman_028,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103458430_R_Caveman_028.mp4
VID_20251103_103521049_L_Caveman_029,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103521049_L_Caveman_029.mp4
VID_20251103_103542681_R_Caveman_030,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103542681_R_Caveman_030.mp4
VID_20251103_103622047_L_Caveman_031,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103622047_L_Caveman_031.mp4
VID_20251103_103645352_R_Caveman_032,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103645352_R_Caveman_032.mp4
VID_20251103_103708822_L_Caveman_033,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103708822_L_Caveman_033.mp4
VID_20251103_103736220_R_Caveman_034_failed,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103736220_R_Caveman_034_failed.mp4
VID_20251103_103902929_L_Caveman_035,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103902929_L_Caveman_035.mp4
VID_20251103_103927657_R_Caveman_036,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103927657_R_Caveman_036.mp4
VID_20251103_103950016_L_Caveman_037,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_103950016_L_Caveman_037.mp4
VID_20251103_104018223_R_Caveman_038,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104018223_R_Caveman_038.mp4
VID_20251103_104041086_L_Caveman_039,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104041086_L_Caveman_039.mp4
VID_20251103_104104773_R_Caveman_040,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104104773_R_Caveman_040.mp4
VID_20251103_104126579_L_Caveman_041,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104126579_L_Caveman_041.mp4
VID_20251103_104203231_R_Caveman_042,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104203231_R_Caveman_042.mp4
VID_20251103_104225002_L_Caveman_043,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104225002_L_Caveman_043.mp4
VID_20251103_104247498_R_Caveman_044,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104247498_R_Caveman_044.mp4
VID_20251103_104311802_L_Caveman_045,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104311802_L_Caveman_045.mp4
VID_20251103_104336374_R_Caveman_046,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104336374_R_Caveman_046.mp4
VID_20251103_104410763_L_Caveman_047,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104410763_L_Caveman_047.mp4
VID_20251103_104548233_R_Caveman_048,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104548233_R_Caveman_048.mp4
VID_20251103_104611872_L_Caveman_049,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104611872_L_Caveman_049.mp4
VID_20251103_104635727_R_Caveman_050,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104635727_R_Caveman_050.mp4
VID_20251103_104708277_L_Caveman_051,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104708277_L_Caveman_051.mp4
VID_20251103_104733048_R_Caveman_052,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104733048_R_Caveman_052.mp4
VID_20251103_104802802_L_Caveman_053,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104802802_L_Caveman_053.mp4
VID_20251103_104828540_R_Caveman_054,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104828540_R_Caveman_054.mp4
VID_20251103_104852078_L_Caveman_055,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104852078_L_Caveman_055.mp4
VID_20251103_104922764_R_Caveman_056,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104922764_R_Caveman_056.mp4
VID_20251103_104953711_L_Caveman_057,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_104953711_L_Caveman_057.mp4
VID_20251103_105019629_R_Caveman_058,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105019629_R_Caveman_058.mp4
VID_20251103_105134993_L_Caveman_059,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105134993_L_Caveman_059.mp4
VID_20251103_105158641_R_Caveman_060,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105158641_R_Caveman_060.mp4
VID_20251103_105222877_L_Caveman_061,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105222877_L_Caveman_061.mp4
VID_20251103_105249552_R_Caveman_062,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105249552_R_Caveman_062.mp4
VID_20251103_105312065_L_Caveman_063,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105312065_L_Caveman_063.mp4
VID_20251103_105334592_R_Caveman_064,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105334592_R_Caveman_064.mp4
VID_20251103_105358228_L_Caveman_065,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105358228_L_Caveman_065.mp4
VID_20251103_105425446_R_Caveman_066,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105425446_R_Caveman_066.mp4
VID_20251103_105446892_L_Caveman_067,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105446892_L_Caveman_067.mp4
VID_20251103_105508267_R_Caveman_068,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105508267_R_Caveman_068.mp4
VID_20251103_105529032_L_Caveman_069,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105529032_L_Caveman_069.mp4
VID_20251103_105556935_R_Caveman_070,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105556935_R_Caveman_070.mp4
VID_20251103_105635453_L_Caveman_071,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105635453_L_Caveman_071.mp4
VID_20251103_105700695_R_Caveman_072,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105700695_R_Caveman_072.mp4
VID_20251103_105723966_L_Caveman_073,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105723966_L_Caveman_073.mp4
VID_20251103_105751205_R_Caveman_074,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105751205_R_Caveman_074.mp4
VID_20251103_105824013_L_Caveman_075,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105824013_L_Caveman_075.mp4
VID_20251103_105847656_R_Caveman_076,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105847656_R_Caveman_076.mp4
VID_20251103_105913666_L_Caveman_077,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105913666_L_Caveman_077.mp4
VID_20251103_105940430_R_Caveman_078,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_105940430_R_Caveman_078.mp4
VID_20251103_110106663_L_Caveman_079,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110106663_L_Caveman_079.mp4
VID_20251103_110127151_R_Caveman_080,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110127151_R_Caveman_080.mp4
VID_20251103_110203269_L_Caveman_081,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110203269_L_Caveman_081.mp4
VID_20251103_110225939_R_Caveman_082,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110225939_R_Caveman_082.mp4
VID_20251103_110250494_L_Caveman_083,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110250494_L_Caveman_083.mp4
VID_20251103_110313259_R_Caveman_084,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110313259_R_Caveman_084.mp4
VID_20251103_110337343_L_Caveman_085,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110337343_L_Caveman_085.mp4
VID_20251103_110405023_R_Caveman_086,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110405023_R_Caveman_086.mp4
VID_20251103_110427138_L_Caveman_087,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110427138_L_Caveman_087.mp4
VID_20251103_110457906_R_Caveman_088,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110457906_R_Caveman_088.mp4
VID_20251103_110548558_L_Caveman_089,Caveman,Caveman,20251103_videos_LDF_Caveman,/Volumes/HHN_LBSBLab/HHN_GECKO_LBSBLab/HHN_GECKO_LBSBLab_videos/20251103_videos_LDF_Caveman/VID_20251103_110548558_L_Caveman_089.mp4
